IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,HRV,Croatia,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,301.4,,,,,,301.4,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,304.3,,,,,,304.3,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,306.1,,,,,,306.1,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,BEL,Belgium,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,307.8,,,,,,307.8,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,31200,,,,,,"31,200",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,KEN,Kenya,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,310748,,,,,,"310,748",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,SUR,Suriname,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,315.8,,,,,,315.8,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,316.4,,,,,,316.4,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,COL,Colombia,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,32185,,,,,,"32,185",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,PER,Peru,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,32311,,,,,,"32,311",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,32691,,,,,,"32,691",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,EST,Estonia,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,32.86,,,,,,32.86,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,327219,,,,,,"327,219",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,327906,,,,,,"327,906",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,332236,,,,,,"332,236",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,336297,,,,,,"336,297",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,PRT,Portugal,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,336.8,,,,,,336.8,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,339,,,,,,339,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,GTM,Guatemala,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,34080,,,,,,"34,080",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,34966,,,,,,"34,966",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,EST,Estonia,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,34.68,,,,,,34.68,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,342253,,,,,,"342,253",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,DNK,Denmark,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,347.2,,,,,,347.2,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,348011,,,,,,"348,011",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,348.9,,,,,,348.9,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,TUR,Turkey,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,35211,,,,,,"35,211",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,CYP,Cyprus,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,35.82,,,,,,35.82,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,NOR,Norway,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,35.99,,,,,,35.99,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,350341,,,,,,"350,341",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,354317,,,,,,"354,317",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,356254,,,,,,"356,254",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,SUR,Suriname,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,356.6,,,,,,356.6,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,36796,,,,,,"36,796",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,36.38,,,,,,36.38,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,DNK,Denmark,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,36.79,,,,,,36.79,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,AUT,Austria,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,360.4,,,,,,360.4,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,362594,,,,,,"362,594",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,MLI,Mali,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,362781,,,,,,"362,781",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,362.2,,,,,,362.2,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,369126,,,,,,"369,126",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,37121,,,,,,"37,121",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,37190,,,,,,"37,190",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,GTM,Guatemala,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,37322,,,,,,"37,322",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,37951,,,,,,"37,951",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,BLZ,Belize,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,372.7,,,,,,372.7,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,377271,,,,,,"377,271",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,378.4,,,,,,378.4,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,WPR,Western Pacific,Country,CHN,China,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,379173,,,,,,"379,173",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,379662,,,,,,"379,662",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,38809,,,,,,"38,809",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,38889,,,,,,"38,889",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,38979,,,,,,"38,979",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,BRB,Barbados,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,38.24,,,,,,38.24,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,BEL,Belgium,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,385.4,,,,,,385.4,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,39534,,,,,,"39,534",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,GMB,Gambia,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,39580,,,,,,"39,580",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,39967,,,,,,"39,967",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,PRT,Portugal,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,39.03,,,,,,39.03,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,IRL,Ireland,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,39.4,,,,,,39.4,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,ALB,Albania,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,394.5,,,,,,394.5,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,397058,,,,,,"397,058",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,UGA,Uganda,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,397353,,,,,,"397,353",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,399.2,,,,,,399.2,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,4004,,,,,,"4,004",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,4073,,,,,,"4,073",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,4179781,,,,,,"4,179,781",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,4369,,,,,,"4,369",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,4554,,,,,,"4,554",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,DEU,Germany,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,4574,,,,,,"4,574",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,4633285,,,,,,"4,633,285",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,4639,,,,,,"4,639",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,4770,,,,,,"4,770",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,4856,,,,,,"4,856",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,BWA,Botswana,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,4938,,,,,,"4,938",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,4966,,,,,,"4,966",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,BRB,Barbados,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,4.14,,,,,,4.14,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,4.22,,,,,,4.22,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,4.67,,,,,,4.67,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,ISL,Iceland,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,4.99,,,,,,4.99,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,40832,,,,,,"40,832",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,401044,,,,,,"401,044",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,403.5,,,,,,403.5,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,MLI,Mali,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,404723,,,,,,"404,723",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,BEN,Benin,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,408771,,,,,,"408,771",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,41266,,,,,,"41,266",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2016,true,Sex,Male,MLE,Age Group,All age groups (total),YEARSALL,,,,,,,414580,,,,,,"414,580",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,416540,,,,,,"416,540",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,417997,,,,,,"417,997",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,BDI,Burundi,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,419210,,,,,,"419,210",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2016,true,Sex,Both sexes,BTSX,Age Group,< 5 years,YEARSUNDER5,,,,,,,419265,,,,,,"419,265",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AFR,Africa,Country,COG,Congo,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,42288,,,,,,"42,288",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,42785,,,,,,"42,785",,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,AMR,Americas,Country,GRD,Grenada,Year,2016,true,Sex,Female,FMLE,Age Group,All age groups (total),YEARSALL,,,,,,,42.76,,,,,,42.76,,,EN,2018-08-15T22:00:00.000Z
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",numeric,EUR,Europe,Country,ISR,Israel,Year,2016,true,Sex,Both sexes,BTSX,Age Group,All age groups (total),YEARSALL,,,,,,,422.8,,,,,,422.8,,,EN,2018-08-15T22:00:00.000Z
